canale,famiglia,classe_abc,data_doc,qta,prezzo_medio,sconti,fatturato,costo_unitario,margine,lead_time,rotazione_magazzino,giacenza_media,ritardo_consegna
B2B,Torniti,B,2025-04-22,40,7.25,0.177,238.67,4.45,60.67,18,6.76,13.19,2
B2B,Lamiere,A,2025-04-05,50,9.43,0.223,366.36,6.51,40.86,20,15.15,9.03,2
Retail,Viteria,B,2025-02-11,11,2.93,0.156,27.2,1.93,5.97,13,6.64,1.16,-1
B2B,Assemblati,B,2025-09-25,11,10.58,0.209,92.06,7.88,5.38,17,4.3,6.08,0
Estero,Viteria,C,2026-01-08,24,1.76,0.114,37.42,1.07,11.74,14,2.12,5.84,-2
Retail,Viteria,C,2025-09-03,5,1.93,0.11,8.59,1.27,2.24,6,3.07,1.2,-3
B2B,Lamiere,C,2025-02-13,15,11.04,0.204,131.82,6.76,30.42,19,3.91,6.57,5
Retail,Torniti,C,2025-06-04,94,8.67,0.102,731.85,4.97,264.67,9,2.97,66.89,-1
B2B,Viteria,A,2025-12-17,5,1.99,0.258,7.38,1.23,1.23,9,14.23,0.22,-1
B2B,Viteria,C,2025-02-09,17,2.11,0.182,29.34,1.35,6.39,9,4.21,2.19,-1
Retail,Viteria,B,2025-09-02,14,2.72,0.19,30.84,1.65,7.74,4,6.52,1.83,0
B2B,Viteria,B,2025-07-01,182,1.72,0.195,252.0,0.94,80.92,8,7.17,10.15,-2
Retail,Viteria,B,2025-12-23,14,3.81,0.165,44.54,2.07,15.56,2,3.69,5.15,-3
Retail,Lamiere,A,2025-07-28,15,21.22,0.174,262.92,14.37,47.37,15,8.4,13.05,2
Estero,Viteria,C,2025-08-16,9,1.83,0.13,14.33,1.1,4.43,15,2.43,1.67,-4
Estero,Viteria,B,2025-10-12,25,1.91,0.161,40.06,1.11,12.31,15,6.86,0.88,1
B2B,Torniti,B,2025-11-17,32,5.98,0.152,162.27,3.33,55.71,16,4.19,12.39,-2
B2B,Torniti,A,2025-07-29,10,7.12,0.208,56.39,4.31,13.29,17,10.29,1.16,-5
Retail,Viteria,C,2025-10-12,66,1.76,0.109,103.5,1.18,25.62,9,3.3,6.97,-1
Estero,Viteria,C,2025-11-11,32,1.63,0.139,44.91,1.02,12.27,10,4.32,2.9,-3
B2B,Viteria,C,2025-08-01,58,1.05,0.129,53.04,0.71,11.86,9,2.3,6.57,-4
B2B,Assemblati,C,2025-10-10,18,16.29,0.181,240.15,11.49,33.33,25,4.1,23.91,8
B2B,Viteria,C,2025-06-03,31,2.35,0.128,63.53,1.5,17.03,4,2.41,4.2,0
B2B,Viteria,B,2025-05-31,20,1.73,0.195,27.85,1.17,4.45,4,4.28,1.55,0
Retail,Lamiere,A,2025-01-23,105,14.64,0.182,1257.43,9.86,222.13,12,9.51,44.92,0
B2B,Viteria,B,2025-09-23,28,1.93,0.192,43.66,1.2,10.06,3,9.11,1.61,-4
Retail,Viteria,B,2025-04-23,25,1.75,0.158,36.84,1.06,10.34,3,4.47,2.02,-2
Retail,Viteria,C,2025-11-15,16,2.26,0.115,32.0,1.45,8.8,4,1.88,3.46,-2
Retail,Torniti,A,2026-01-04,15,10.15,0.204,121.19,6.46,24.29,17,7.18,3.93,-4
B2B,Torniti,A,2025-12-07,31,7.02,0.252,162.78,4.31,29.17,13,8.74,7.78,4
B2B,Torniti,C,2025-05-02,56,8.3,0.125,406.7,4.9,132.3,9,6.73,13.83,-1
Retail,Torniti,A,2025-09-16,12,11.14,0.213,105.21,6.02,32.97,12,11.46,2.73,-2
Retail,Viteria,A,2025-10-23,28,2.66,0.169,61.89,1.64,15.97,5,7.68,3.49,-1
B2B,Assemblati,A,2025-07-25,29,15.06,0.238,332.8,10.73,21.63,20,9.52,6.49,-3
Estero,Torniti,C,2025-07-26,35,6.56,0.123,201.36,4.0,61.36,16,6.07,13.64,-2
B2B,Assemblati,A,2025-06-30,4,29.17,0.247,87.86,21.14,3.3,25,9.19,3.57,5
Estero,Torniti,A,2025-05-14,10,7.73,0.21,61.07,5.12,9.87,14,9.23,1.96,-1
B2B,Lamiere,B,2025-08-19,6,12.56,0.187,61.27,8.19,12.13,13,5.21,5.11,0
B2B,Viteria,C,2026-01-18,25,1.45,0.182,29.65,0.81,9.4,9,4.47,1.14,0
B2B,Lamiere,B,2025-04-11,10,11.73,0.164,98.06,7.44,23.66,16,4.99,7.99,0
B2B,Viteria,A,2025-02-08,15,2.15,0.24,24.51,1.28,5.31,13,13.57,0.38,-1
B2B,Lamiere,C,2025-02-11,7,12.04,0.128,73.49,8.71,12.52,18,5.08,3.71,6
B2B,Viteria,C,2025-08-22,16,1.58,0.163,21.16,0.9,6.76,8,4.34,0.91,-3
B2B,Viteria,A,2025-04-30,8,1.68,0.225,10.42,0.96,2.74,10,9.25,0.34,-3
Retail,Assemblati,B,2025-07-09,52,30.31,0.141,1353.89,22.33,192.73,15,3.68,73.85,1
B2B,Torniti,A,2026-01-03,40,7.68,0.214,241.46,4.87,46.66,15,9.25,5.91,-3
Retail,Torniti,C,2025-02-18,29,9.29,0.126,235.46,5.0,90.46,11,2.77,14.27,2
Retail,Viteria,B,2025-03-26,18,2.51,0.141,38.81,1.38,13.97,9,4.57,2.05,-1
B2B,Torniti,C,2025-04-10,3,4.84,0.153,12.3,2.75,4.05,12,3.22,0.76,0
B2B,Assemblati,C,2025-07-07,16,19.27,0.167,256.83,14.38,26.75,23,4.14,22.06,2
Estero,Torniti,C,2025-10-02,11,9.34,0.105,91.95,5.66,29.69,17,2.81,11.17,0
Retail,Torniti,A,2025-03-29,31,7.61,0.178,193.92,4.34,59.38,13,6.18,10.97,2
B2B,Lamiere,C,2025-03-02,46,15.32,0.153,596.9,10.87,96.88,17,2.5,84.24,2
Retail,Viteria,C,2025-02-22,34,2.58,0.065,82.02,1.61,27.28,7,6.32,2.35,0
B2B,Torniti,C,2025-11-10,87,7.99,0.117,613.8,4.76,199.68,19,4.24,31.0,-3
B2B,Assemblati,A,2025-02-01,14,18.23,0.224,198.05,11.95,30.75,21,7.15,10.28,0
Retail,Lamiere,C,2025-09-07,13,18.72,0.077,224.62,12.15,66.67,17,5.5,12.03,0
B2B,Lamiere,C,2025-08-21,69,8.32,0.143,491.99,6.31,56.6,25,3.22,51.8,6
Retail,Lamiere,C,2025-02-27,29,15.12,0.11,390.25,10.08,97.93,17,7.77,8.39,-3
B2B,Lamiere,C,2025-08-11,19,14.34,0.165,227.5,9.2,52.7,11,3.84,15.75,-2
Retail,Assemblati,B,2025-05-06,155,24.23,0.176,3094.66,17.08,447.26,18,7.31,119.13,3
B2B,Torniti,B,2025-07-28,44,8.55,0.19,304.72,5.17,77.24,10,8.04,13.56,-3
B2B,Lamiere,C,2025-03-13,20,11.54,0.153,195.49,8.25,30.49,21,5.89,14.06,-1
B2B,Lamiere,C,2025-09-22,12,10.47,0.15,106.79,7.38,18.23,18,3.0,11.47,5
B2B,Lamiere,C,2025-11-09,92,7.97,0.156,618.85,5.2,140.45,21,5.71,41.0,2
Retail,Viteria,B,2025-01-23,30,2.1,0.148,53.68,1.41,11.38,8,4.82,3.82,1
B2B,Lamiere,A,2025-08-04,25,13.66,0.258,253.39,9.73,10.14,20,8.81,12.17,3
B2B,Assemblati,C,2025-09-15,48,21.77,0.168,869.41,15.29,135.49,18,3.51,97.4,1
B2B,Torniti,C,2025-01-23,59,4.58,0.16,226.98,2.72,66.5,16,4.83,10.54,0
B2B,Viteria,A,2025-10-13,43,2.41,0.27,75.65,1.55,9.0,12,8.91,1.84,2
Retail,Torniti,B,2025-08-08,59,6.37,0.141,322.84,4.1,80.94,8,10.69,12.79,-3
B2B,Torniti,C,2025-05-13,39,6.31,0.138,212.13,3.4,79.53,13,5.57,12.54,4
Estero,Viteria,B,2025-07-17,43,1.72,0.161,62.05,1.07,16.04,13,6.08,2.91,-1
B2B,Torniti,B,2025-09-27,12,7.21,0.188,70.25,4.32,18.41,14,4.28,5.91,3
Retail,Torniti,B,2025-09-13,150,8.32,0.118,1100.74,4.8,380.74,16,8.52,30.3,2
B2B,Assemblati,B,2025-11-01,7,21.32,0.178,122.68,14.86,18.66,24,2.88,16.72,0
B2B,Viteria,A,2025-02-03,33,2.85,0.217,73.64,1.89,11.27,9,12.96,1.75,1
Estero,Viteria,C,2025-11-05,6,2.19,0.137,11.34,1.4,2.94,14,2.62,1.78,0
Estero,Lamiere,C,2025-02-03,22,11.43,0.137,217.01,8.74,24.73,24,5.43,13.71,-3
Estero,Viteria,C,2025-09-16,14,2.22,0.095,28.13,1.33,9.51,12,2.15,2.98,0
B2B,Lamiere,C,2025-05-29,28,19.52,0.137,471.68,13.38,97.04,17,2.78,74.59,-3
B2B,Torniti,A,2025-02-14,35,7.66,0.277,193.84,4.69,29.69,17,11.66,4.5,2
Retail,Viteria,A,2025-09-30,9,2.85,0.203,20.44,1.87,3.61,4,12.34,0.63,-2
B2B,Lamiere,A,2025-08-11,24,8.06,0.249,145.27,5.92,3.19,18,8.03,4.1,3
Retail,Assemblati,A,2025-09-22,99,24.78,0.177,2019.0,17.93,243.93,17,8.9,62.41,-1
Retail,Lamiere,C,2025-06-08,7,14.03,0.106,87.8,8.93,25.29,18,4.89,6.67,-3
Retail,Lamiere,A,2025-05-03,10,12.65,0.19,102.46,8.24,20.06,20,14.22,2.59,-2
Retail,Torniti,C,2025-09-07,58,8.08,0.084,429.27,4.89,145.65,9,3.09,59.97,4
Retail,Viteria,A,2025-04-10,27,2.31,0.18,51.14,1.54,9.56,6,8.09,2.46,7
B2B,Viteria,A,2025-11-14,29,1.54,0.231,34.34,0.87,9.11,7,6.19,1.37,4
B2B,Torniti,A,2025-09-28,68,6.81,0.21,365.83,3.77,109.47,17,10.93,13.69,-3
Retail,Lamiere,B,2026-01-21,11,14.36,0.114,139.95,10.2,27.75,20,7.97,7.49,-3
B2B,Viteria,C,2025-01-31,15,2.15,0.146,27.54,1.22,9.24,7,3.69,3.26,-4
B2B,Viteria,C,2025-08-23,13,1.91,0.133,21.53,1.1,7.23,1,2.53,3.58,0
B2B,Assemblati,A,2025-08-13,17,19.77,0.234,257.44,15.13,0.23,25,18.69,4.94,7
Retail,Viteria,C,2025-12-01,94,2.87,0.068,251.43,1.75,86.93,6,1.68,58.18,1
Retail,Torniti,C,2025-06-25,4,9.33,0.116,32.99,5.49,11.03,12,4.76,2.39,0
Retail,Lamiere,B,2025-12-29,7,14.98,0.182,85.78,11.01,8.71,19,6.47,3.26,-2
B2B,Torniti,A,2025-04-19,6,3.86,0.261,17.12,2.15,4.22,13,11.78,0.57,-1
B2B,Viteria,A,2025-11-29,100,2.05,0.263,151.08,1.17,34.08,6,7.59,4.34,-1
B2B,Viteria,A,2025-07-30,13,1.43,0.253,13.89,0.98,1.15,7,9.48,0.41,1
B2B,Lamiere,C,2026-01-01,18,11.74,0.155,178.57,8.09,32.95,19,3.88,11.65,-1
Retail,Torniti,B,2025-04-11,5,8.91,0.142,38.22,5.59,10.27,15,5.82,1.32,1
Retail,Viteria,B,2025-04-26,19,3.14,0.122,52.38,1.91,16.09,11,3.2,6.38,0
B2B,Lamiere,C,2025-08-15,58,19.02,0.164,922.24,12.85,176.94,19,6.37,42.21,1
B2B,Lamiere,B,2025-08-11,32,9.53,0.203,243.05,6.21,44.33,18,7.53,9.94,-1
B2B,Viteria,C,2025-03-17,22,1.3,0.141,24.57,0.82,6.53,11,3.54,2.09,0
Estero,Torniti,A,2025-09-16,5,7.76,0.231,29.84,4.91,5.29,15,10.35,1.03,0
Retail,Viteria,B,2025-06-19,18,2.39,0.126,37.6,1.5,10.6,10,10.82,0.7,-2
B2B,Lamiere,A,2025-03-18,28,8.89,0.227,192.42,6.42,12.66,19,7.71,7.49,3
Estero,Viteria,B,2025-07-27,9,1.97,0.186,14.43,1.27,3.0,11,4.28,0.77,4
B2B,Lamiere,B,2025-10-03,47,13.93,0.199,524.42,8.89,106.59,15,8.08,28.65,1
B2B,Viteria,C,2025-02-02,59,1.32,0.145,66.59,0.81,18.8,10,4.12,2.72,-1
Estero,Lamiere,C,2025-12-23,14,10.29,0.123,126.34,6.81,31.0,21,2.46,22.01,3
B2B,Lamiere,C,2025-09-01,51,10.22,0.153,441.47,7.26,71.21,18,5.12,14.48,1
B2B,Assemblati,A,2025-04-27,22,17.07,0.203,299.31,12.61,21.89,17,11.09,4.93,3
Retail,Lamiere,C,2025-10-22,77,17.84,0.085,1256.92,12.22,315.98,15,2.56,207.14,0
B2B,Assemblati,A,2025-11-25,188,16.59,0.215,2448.35,12.62,75.79,20,11.87,71.03,2
Retail,Viteria,C,2026-01-05,8,2.28,0.1,16.42,1.24,6.5,7,3.94,1.03,3
B2B,Lamiere,C,2025-11-06,53,21.04,0.172,923.32,13.8,191.92,17,3.39,88.93,4
B2B,Viteria,C,2025-04-06,90,1.42,0.16,107.35,0.85,30.85,1,4.0,5.36,-2
B2B,Lamiere,B,2025-03-22,9,10.19,0.18,75.2,7.03,11.93,17,7.47,1.71,3
B2B,Torniti,C,2025-04-08,14,7.7,0.136,93.14,4.79,26.08,10,4.82,3.18,-3
B2B,Assemblati,C,2025-12-07,14,23.04,0.135,279.01,16.59,46.75,19,3.63,17.76,0
B2B,Torniti,A,2025-05-13,21,7.21,0.28,109.02,3.95,26.07,17,9.1,2.44,2
Estero,Torniti,C,2025-05-22,17,11.24,0.131,166.05,6.93,48.24,13,3.81,11.81,4
B2B,Viteria,A,2025-12-13,20,1.95,0.244,29.48,1.22,5.08,9,15.17,0.8,-2
B2B,Viteria,B,2025-04-06,57,1.1,0.148,53.42,0.62,18.08,6,7.48,1.88,-1
B2B,Torniti,C,2025-06-19,4,6.66,0.126,23.28,3.92,7.6,12,3.12,2.01,0
B2B,Viteria,C,2025-05-10,9,1.56,0.149,11.95,0.99,3.04,5,3.57,0.62,-1
B2B,Viteria,B,2025-05-12,48,2.54,0.18,99.97,1.74,16.45,9,10.75,4.15,-4
Retail,Assemblati,B,2025-08-27,43,28.64,0.143,1055.41,19.37,222.5,21,7.8,26.19,2
B2B,Assemblati,B,2025-10-19,9,12.1,0.192,87.99,9.09,6.18,17,6.33,3.5,-3
Estero,Torniti,B,2025-04-28,43,10.02,0.182,352.44,5.58,112.5,21,8.94,17.1,4
Estero,Lamiere,B,2025-02-04,92,16.69,0.133,1331.26,10.5,365.26,18,4.96,76.89,4
B2B,Assemblati,B,2025-09-12,23,16.6,0.168,317.66,11.15,61.21,23,6.73,11.87,-1
B2B,Viteria,C,2025-08-10,9,1.77,0.148,13.57,1.14,3.31,4,6.75,0.73,-4
B2B,Lamiere,B,2025-09-19,59,17.0,0.177,825.47,11.65,138.12,17,7.54,17.51,0
Retail,Lamiere,A,2025-07-05,137,9.16,0.184,1024.01,6.11,186.94,12,17.63,14.31,-2
B2B,Assemblati,B,2025-11-01,10,20.12,0.192,162.57,14.85,14.07,20,5.83,9.04,0
Estero,Assemblati,A,2025-09-07,26,26.02,0.205,537.83,18.78,49.55,25,8.46,28.44,2
Retail,Torniti,B,2025-10-25,73,7.95,0.144,496.78,4.81,145.65,9,9.01,24.27,-3
Retail,Viteria,B,2025-10-15,28,2.65,0.151,63.0,1.61,17.92,7,3.16,6.74,3
B2B,Lamiere,B,2025-07-22,4,12.31,0.191,39.84,7.86,8.4,19,6.39,1.57,-1
Estero,Viteria,B,2025-05-20,38,1.63,0.184,50.54,1.12,7.98,20,8.61,1.85,3
B2B,Assemblati,C,2025-08-22,9,14.7,0.107,118.14,11.41,15.45,25,4.26,11.93,-1
B2B,Viteria,C,2025-09-11,7,2.15,0.138,12.97,1.47,2.68,12,1.68,2.7,0
B2B,Viteria,B,2025-08-18,4,1.54,0.208,4.88,0.92,1.2,3,3.75,0.25,0
Estero,Torniti,B,2025-08-01,81,4.88,0.153,334.8,2.79,108.81,12,5.76,25.66,0
Retail,Lamiere,A,2025-05-27,11,15.47,0.17,141.24,10.26,28.38,15,11.81,5.03,-1
Retail,Assemblati,A,2025-03-11,34,19.79,0.187,547.04,15.1,33.64,25,11.97,9.83,0
B2B,Viteria,C,2025-06-27,44,1.33,0.15,49.74,0.82,13.66,15,3.49,4.95,-1
Estero,Assemblati,C,2025-12-09,29,20.16,0.119,515.07,14.08,106.75,24,4.52,47.12,0
B2B,Viteria,A,2025-10-10,33,2.18,0.277,52.01,1.38,6.47,6,11.65,0.97,0
B2B,Viteria,A,2025-10-24,36,1.81,0.246,49.13,1.07,10.61,10,9.56,2.19,4
Estero,Lamiere,B,2025-10-17,28,10.11,0.152,240.05,6.33,62.81,21,7.24,6.76,2
B2B,Viteria,B,2025-12-24,11,2.03,0.161,18.73,1.27,4.76,7,4.78,1.01,1
B2B,Torniti,C,2025-04-14,10,8.42,0.158,70.9,4.88,22.1,16,4.37,7.02,3
Retail,Viteria,B,2025-10-11,22,3.91,0.121,75.61,2.42,22.37,14,4.46,7.36,-1
B2B,Viteria,A,2025-02-16,22,2.58,0.283,40.7,1.32,11.66,12,11.86,0.54,-5
B2B,Torniti,B,2025-04-21,38,5.06,0.199,154.02,2.86,45.34,20,7.06,8.94,1
B2B,Viteria,A,2025-02-01,74,2.23,0.251,123.6,1.38,21.48,2,9.01,4.91,1
B2B,Torniti,A,2025-06-28,35,6.93,0.245,183.13,3.74,52.23,17,12.49,6.03,5
Estero,Torniti,B,2025-03-14,11,5.36,0.192,47.64,2.9,15.74,15,10.3,1.33,-2
Retail,Viteria,B,2025-06-12,3,2.42,0.092,6.59,1.5,2.09,11,4.2,0.7,2
B2B,Torniti,A,2025-03-12,11,10.5,0.216,90.55,6.59,18.06,18,13.97,2.43,1
B2B,Viteria,C,2025-02-04,6,,0.171,12.09,1.42,3.57,10,5.12,0.89,-1
B2B,Lamiere,B,2025-07-15,12,9.31,0.22,87.14,6.23,12.38,16,5.58,4.34,-2
Retail,Viteria,A,2025-06-20,31,2.26,0.165,58.5,1.38,15.72,5,13.24,1.18,-3
Estero,Assemblati,C,2025-06-23,27,22.39,0.094,547.7,14.72,150.26,25,3.2,36.23,3
Estero,Torniti,B,2025-05-28,157,4.64,0.173,602.45,3.0,131.45,20,9.31,10.84,4
B2B,Lamiere,C,2025-06-20,40,7.85,0.16,263.76,5.28,52.56,19,1.34,82.76,-6
B2B,Assemblati,C,2025-01-23,166,18.71,0.153,2630.66,13.34,416.22,26,5.8,148.41,3
B2B,Viteria,B,2025-07-15,50,1.88,0.189,76.23,1.19,16.73,13,4.07,5.95,-2
Retail,Assemblati,B,2025-11-27,73,14.21,0.103,930.49,9.34,248.67,17,6.19,37.79,-1
B2B,Torniti,C,2025-03-13,17,7.16,0.142,104.44,4.56,26.92,15,2.63,14.77,1
Retail,Assemblati,B,2025-03-15,8,29.53,0.135,204.35,22.5,24.35,21,10.13,5.49,6
Retail,Assemblati,A,2025-11-02,16,21.3,0.179,279.8,15.46,32.44,20,9.23,11.91,-1
B2B,Assemblati,C,2025-07-23,24,18.27,0.112,389.37,13.49,65.61,25,2.9,23.36,1
B2B,Viteria,B,2025-04-25,13,2.08,0.202,21.58,1.26,5.2,9,8.88,0.54,-5
B2B,Torniti,C,2025-11-04,9,7.25,0.167,54.35,4.6,12.95,12,4.52,2.83,1
B2B,Assemblati,C,2025-05-20,37,11.86,0.134,380.02,8.15,78.47,22,3.11,19.18,-1
B2B,Torniti,C,2025-08-30,9,5.18,0.146,39.81,3.1,11.91,13,2.47,5.63,4
Retail,Viteria,C,2025-08-12,5,2.04,0.09,9.28,1.27,2.93,4,2.36,1.42,0
B2B,Assemblati,C,2025-03-24,8,14.51,0.14,99.83,10.42,16.47,22,5.47,5.0,0
B2B,Viteria,B,2025-10-24,19,2.6,0.2,39.52,1.72,6.84,4,6.95,2.21,-2
Retail,Lamiere,C,2025-09-04,9,17.58,0.11,140.82,13.49,19.41,17,3.72,16.51,1
Retail,Lamiere,C,2025-04-08,20,11.37,0.121,199.88,7.68,46.28,20,4.16,17.83,2
B2B,Viteria,C,2025-10-25,45,1.71,0.171,63.79,1.09,14.74,8,1.77,12.69,-4
Retail,Torniti,C,2025-09-05,44,10.78,0.097,428.31,6.12,159.03,15,3.12,39.11,0
Estero,Viteria,C,2025-11-29,13,1.68,0.187,17.76,1.11,3.33,12,3.15,1.78,0
Retail,Torniti,B,2025-11-17,7,10.05,0.171,58.32,5.82,17.58,9,8.46,1.63,0
Retail,Assemblati,C,2025-05-18,14,31.8,0.087,406.47,26.9,29.87,26,2.09,43.42,5
B2B,Viteria,A,2025-12-29,47,2.44,0.243,86.81,1.35,23.36,1,14.46,0.95,-5
Estero,Torniti,B,2025-02-03,60,7.48,0.13,390.46,5.13,82.66,18,11.24,10.22,3
B2B,Viteria,B,2025-05-23,35,2.46,0.191,69.65,1.62,12.95,6,3.29,4.61,0
Estero,Assemblati,C,2025-08-31,82,17.38,0.163,1192.86,11.73,231.0,31,3.52,98.35,1
Retail,Assemblati,C,2025-08-05,138,41.89,0.156,4879.01,34.05,180.11,21,4.17,460.65,3
B2B,Viteria,A,2025-04-14,15,1.91,0.238,21.83,1.11,5.18,16,13.57,0.42,-1
B2B,Torniti,A,2025-04-04,108,8.66,0.247,704.27,5.09,154.55,14,4.69,37.03,-5
Retail,Lamiere,B,2025-11-03,19,13.7,0.152,220.73,8.61,57.14,14,6.75,9.29,-9
Retail,Lamiere,B,2025-12-07,68,16.99,0.18,947.36,11.45,168.76,11,5.56,50.89,-3
B2B,Torniti,A,2025-09-27,50,7.45,0.22,290.55,4.45,68.05,17,9.06,7.43,-1
Retail,Lamiere,C,2025-08-03,3,11.89,0.153,30.21,8.48,4.77,13,7.22,1.38,0
Estero,Torniti,B,2025-10-31,9,5.63,0.164,42.36,3.93,6.99,17,5.56,1.21,2
B2B,Viteria,B,2025-04-19,7,1.71,0.167,9.97,1.03,2.76,12,7.02,0.42,-1
B2B,Lamiere,B,2026-01-10,4,15.82,0.184,51.64,9.02,15.56,21,5.75,3.1,-3
B2B,Assemblati,B,2025-03-08,59,11.39,0.174,555.08,8.5,53.58,20,6.53,24.64,0
Retail,Viteria,C,2025-08-23,194,2.05,0.108,354.75,1.23,116.13,5,4.25,37.02,-2
B2B,Torniti,A,2025-05-26,19,9.02,0.207,135.9,6.07,20.57,9,13.67,1.95,4
Estero,Viteria,B,2025-12-18,58,1.46,0.173,70.03,0.9,17.83,6,4.57,4.38,0
B2B,Assemblati,C,2025-04-21,108,24.63,0.163,2226.45,16.99,391.53,24,3.69,143.32,-3
Retail,Torniti,A,2025-09-13,30,6.13,0.22,143.44,3.43,40.54,15,10.68,5.65,-1
B2B,Lamiere,C,2025-03-20,24,9.54,0.164,191.41,6.72,30.13,19,1.97,19.81,2
B2B,Viteria,C,2025-03-29,19,1.73,0.178,27.02,1.05,7.07,9,2.51,3.3,-1
Retail,Lamiere,C,2025-06-22,42,23.96,0.088,917.76,17.7,174.36,14,4.78,53.24,-4
B2B,Assemblati,C,2025-11-09,59,15.34,0.158,762.06,10.92,117.78,26,2.98,108.73,3
B2B,Lamiere,B,2025-05-03,39,7.78,0.145,259.42,5.73,35.95,13,14.97,5.5,1
Estero,Lamiere,B,2025-10-02,38,9.3,0.168,294.03,5.81,73.25,21,8.41,10.13,0
Estero,Torniti,A,2025-08-18,23,9.03,0.228,160.34,4.79,50.17,18,11.71,4.46,-2
Estero,Lamiere,A,2026-01-13,5,9.41,0.23,36.23,6.71,2.68,22,16.97,0.78,3
B2B,Lamiere,B,2025-05-11,60,16.15,0.159,814.93,10.68,174.13,18,7.86,16.55,-4
Retail,Viteria,B,2025-04-20,7,2.29,0.132,13.91,1.4,4.11,4,6.4,0.49,-5
Estero,Viteria,B,2025-12-17,46,1.96,0.165,75.28,1.14,22.84,14,3.66,4.54,-2
B2B,Torniti,B,2025-05-23,52,7.0,0.181,298.12,3.9,95.32,10,7.57,10.82,0
B2B,Assemblati,C,2025-04-10,8,14.73,0.165,98.4,10.98,10.56,22,5.71,5.56,-2
Retail,Assemblati,A,2025-11-17,13,23.29,0.186,246.45,16.75,28.7,21,8.13,12.88,-1
B2B,Assemblati,B,2025-11-14,205,13.36,0.192,2212.95,9.05,357.7,21,3.17,223.2,0
Retail,Lamiere,A,2025-02-13,23,21.02,0.18,396.44,14.96,52.36,16,6.88,11.78,1
Estero,Viteria,C,2025-11-30,7,1.53,0.151,9.09,1.02,1.95,13,6.48,0.43,-1
Retail,Torniti,B,2025-09-10,55,9.07,0.163,417.54,5.4,120.54,7,6.17,18.85,-2
B2B,Assemblati,C,2025-05-03,11,13.9,0.144,130.88,10.57,14.61,17,5.83,7.72,-1
B2B,Torniti,A,2025-08-05,4,5.69,0.297,16.0,3.19,3.24,14,10.07,0.54,3
B2B,Lamiere,B,2025-04-19,41,10.93,0.175,369.71,7.68,54.83,16,5.04,25.53,2
B2B,Torniti,C,2025-03-24,10,13.7,0.17,113.71,8.31,30.61,12,7.39,6.91,1
Retail,Torniti,A,2025-03-11,34,8.1,0.171,228.31,4.6,71.91,14,8.78,4.12,-2
Retail,Assemblati,B,2025-03-23,11,18.32,0.155,170.28,14.69,8.69,17,5.5,11.72,-1
B2B,Torniti,A,2025-08-22,50,5.82,0.254,217.09,3.55,39.59,7,11.75,7.51,0
B2B,Lamiere,A,2025-11-13,29,8.24,0.22,186.39,5.41,29.5,23,9.03,4.61,0
Estero,Viteria,B,2025-07-18,2,1.9,0.167,3.17,1.18,0.81,16,7.88,0.15,-2
B2B,Lamiere,A,2025-01-27,36,19.06,0.277,496.09,12.3,53.29,22,11.69,7.7,2
B2B,Viteria,B,2025-06-27,18,1.96,0.174,29.14,1.12,8.98,5,7.11,1.28,-4
B2B,Assemblati,C,2025-10-21,101,22.56,0.158,1918.55,15.84,318.71,22,2.82,167.85,0
Retail,Lamiere,B,2025-11-22,36,11.95,0.147,366.96,7.94,81.12,12,3.35,23.92,2
B2B,Lamiere,A,2025-10-16,52,11.41,0.239,451.52,7.39,67.24,90,7.47,20.8,9
Retail,Viteria,C,2025-06-05,12,2.37,0.065,26.59,1.59,7.51,5,2.7,2.67,-4
B2B,Torniti,B,2025-09-16,11,5.42,0.207,47.28,3.09,13.29,90,6.65,1.42,10
Retail,Lamiere,C,2025-02-15,24,16.58,0.1,358.13,10.66,102.29,18,2.63,45.21,-1
B2B,Viteria,B,2025-06-20,17,2.1,0.212,28.13,1.2,7.73,7,3.59,2.37,1
B2B,Assemblati,C,2025-08-05,94,20.62,0.155,1637.85,13.79,341.59,27,2.34,113.86,3
B2B,Lamiere,C,2025-02-01,21,11.56,0.151,206.1,8.34,30.96,18,4.01,20.36,0
B2B,Lamiere,A,2025-01-27,7,15.76,0.247,83.07,10.88,6.91,10,12.72,2.91,-2
B2B,Viteria,C,2025-11-10,11,1.69,0.13,16.17,1.09,4.18,3,2.93,1.39,-3
B2B,Torniti,C,2025-04-12,64,5.96,0.181,312.4,3.82,67.92,20,3.04,45.85,7
B2B,Torniti,C,2025-03-08,21,9.32,0.142,167.93,5.47,53.06,13,4.34,17.36,-6
B2B,Assemblati,A,2025-08-26,20,13.65,0.233,209.39,10.63,-3.21,23,10.6,5.71,-3
Estero,Viteria,B,2025-05-04,71,1.29,0.196,73.64,0.77,18.97,12,9.09,3.45,3
B2B,Assemblati,A,2026-01-14,10,14.49,0.245,109.4,9.8,11.4,26,9.46,4.45,4
Retail,Torniti,C,2026-01-02,3,8.95,0.095,24.3,5.5,7.8,6,2.62,3.71,0
Estero,Viteria,A,2025-11-18,10,2.73,0.228,21.08,1.71,3.98,16,14.63,0.27,-5
B2B,Viteria,A,2025-05-12,31,1.53,0.253,35.43,0.96,5.67,12,8.97,1.52,1
Retail,Viteria,C,2025-12-07,19,3.54,0.098,60.67,2.34,16.21,6,2.66,5.04,-3
Estero,Assemblati,B,2025-04-25,5,19.94,0.188,80.96,14.44,8.76,27,8.2,3.69,1
